"Chr.x"	"Start.x"	"End.x"	"Peak Score.x"	"Chr.y"	"Start.y"	"End.y"	"Peak Score.y"
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chr5"	105876858	105877858	76	"chr5"	105876177	105877177	84
"chr3"	127552712	127553712	62	"chr3"	127552165	127553165	55
"chr3"	138442941	138443941	114	"chr3"	138442206	138443206	80
"chr10"	77606345	77607345	120	"chr10"	77605900	77606900	84
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chr5"	101239059	101240059	114	"chr5"	100845708	100846708	77
"chr17"	20945318	20946318	135	"chr17"	20944385	20945385	222
"chr8"	4275058	4276058	212	"chr8"	4275648	4276648	96
"chr19"	60789628	60790628	116	"chr19"	60790566	60791566	81
"chr19"	60789628	60790628	116	"chr19"	60790566	60791566	81
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chr1"	128591503	128592503	104	"chr1"	128590546	128591546	97
"chr1"	128591503	128592503	104	"chr1"	128590190	128591190	40
"chr1"	128591503	128592503	104	"chr1"	128832184	128833184	66
"chr14"	56777604	56778604	116	"chr14"	56777081	56778081	92
"chr14"	56777604	56778604	116	"chr14"	56777081	56778081	92
"chr12"	59066901	59067901	163	"chr12"	59066162	59067162	92
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chr13"	95890846	95891846	89	"chr13"	95960766	95961766	131
"chr13"	95890846	95891846	89	"chr13"	95960766	95961766	131
"chr12"	85486172	85487172	94	"chr12"	85455320	85456320	64
"chr12"	85486172	85487172	94	"chr12"	85473647	85474647	85
"chr12"	85486172	85487172	94	"chr12"	85444596	85445596	69
"chr18"	31788547	31789547	170	"chr18"	31789117	31790117	50
"chr18"	31788547	31789547	170	"chr18"	31789117	31790117	50
"chr6"	124662745	124663745	73	"chr6"	124662107	124663107	110
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chr13"	6547910	6548910	63	"chr13"	6547267	6548267	55
"chr1"	180904036	180905036	125	"chr1"	180903447	180904447	78
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chr13"	34162747	34163747	182	"chr13"	34187289	34188289	86
"chr13"	34162747	34163747	182	"chr13"	34148632	34149632	57
"chr13"	34162747	34163747	182	"chr13"	34154311	34155311	92
"chr3"	138488301	138489301	61	"chr3"	138489385	138490385	158
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr8"	107096288	107097288	100
"chrUn_GL456389"	10142	11142	526	"chr10"	18196841	18197841	88
"chrUn_GL456389"	10142	11142	526	"chr8"	69183561	69184561	123
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456389"	10142	11142	526	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr8"	107096288	107097288	100
"chrUn_GL456392"	22178	23178	208	"chr10"	18196841	18197841	88
"chrUn_GL456392"	22178	23178	208	"chr8"	69183561	69184561	123
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
"chrUn_GL456392"	22178	23178	208	"chr2"	53190318	53191318	135
